Date,Company,Adj Close
04-11-2010,Tesla,4.98
05-11-2010,Tesla,4.888
08-11-2010,Tesla,4.996
09-11-2010,Tesla,4.926
10-11-2010,Tesla,5.872
11-11-2010,Tesla,5.608
12-11-2010,Tesla,5.968
15-11-2010,Tesla,6.16
16-11-2010,Tesla,5.934
17-11-2010,Tesla,5.898
18-11-2010,Tesla,5.978
19-11-2010,Tesla,6.198
22-11-2010,Tesla,6.68
23-11-2010,Tesla,6.914
24-11-2010,Tesla,7.094
26-11-2010,Tesla,7.064
29-11-2010,Tesla,6.866
30-11-2010,Tesla,7.066
01-12-2010,Tesla,6.87
02-12-2010,Tesla,6.47
03-12-2010,Tesla,6.298
06-12-2010,Tesla,6.062
07-12-2010,Tesla,6.312
08-12-2010,Tesla,6.474
09-12-2010,Tesla,6.41
10-12-2010,Tesla,6.304
13-12-2010,Tesla,6.11
14-12-2010,Tesla,5.706
15-12-2010,Tesla,5.92
16-12-2010,Tesla,6.162
17-12-2010,Tesla,6.272
20-12-2010,Tesla,6.34
21-12-2010,Tesla,6.452
22-12-2010,Tesla,6.526
23-12-2010,Tesla,6.018
27-12-2010,Tesla,5.11
28-12-2010,Tesla,5.282
29-12-2010,Tesla,5.546
30-12-2010,Tesla,5.3
31-12-2010,Tesla,5.326
03-01-2011,Tesla,5.324
04-01-2011,Tesla,5.334
05-01-2011,Tesla,5.366
06-01-2011,Tesla,5.576
07-01-2011,Tesla,5.648
10-01-2011,Tesla,5.69
11-01-2011,Tesla,5.392
12-01-2011,Tesla,5.392
13-01-2011,Tesla,5.244
14-01-2011,Tesla,5.15
18-01-2011,Tesla,5.128
19-01-2011,Tesla,4.806
20-01-2011,Tesla,4.524
21-01-2011,Tesla,4.608
24-01-2011,Tesla,4.898
25-01-2011,Tesla,4.936
26-01-2011,Tesla,4.95
27-01-2011,Tesla,4.984
28-01-2011,Tesla,4.802
31-01-2011,Tesla,4.82
01-02-2011,Tesla,4.782
02-02-2011,Tesla,4.788
03-02-2011,Tesla,4.726
04-02-2011,Tesla,4.692
07-02-2011,Tesla,4.614
08-02-2011,Tesla,4.898
09-02-2011,Tesla,4.642
10-02-2011,Tesla,4.644
11-02-2011,Tesla,4.65
14-02-2011,Tesla,4.616
15-02-2011,Tesla,4.568
16-02-2011,Tesla,4.946
17-02-2011,Tesla,4.72
18-02-2011,Tesla,4.636
22-02-2011,Tesla,4.374
23-02-2011,Tesla,4.366
24-02-2011,Tesla,4.506
25-02-2011,Tesla,4.722
28-02-2011,Tesla,4.778
01-03-2011,Tesla,4.788
02-03-2011,Tesla,4.804
03-03-2011,Tesla,4.872
04-03-2011,Tesla,4.99
07-03-2011,Tesla,4.988
08-03-2011,Tesla,4.932
09-03-2011,Tesla,4.944
10-03-2011,Tesla,4.802
11-03-2011,Tesla,4.814
14-03-2011,Tesla,4.65
15-03-2011,Tesla,4.59
16-03-2011,Tesla,4.564
17-03-2011,Tesla,4.562
18-03-2011,Tesla,4.592
21-03-2011,Tesla,4.546
22-03-2011,Tesla,4.438
23-03-2011,Tesla,4.442
24-03-2011,Tesla,4.466
25-03-2011,Tesla,4.55
28-03-2011,Tesla,4.65
29-03-2011,Tesla,4.784
30-03-2011,Tesla,4.742
31-03-2011,Tesla,5.55
01-04-2011,Tesla,5.332
04-04-2011,Tesla,5.166
05-04-2011,Tesla,5.34
06-04-2011,Tesla,5.298
07-04-2011,Tesla,5.448
08-04-2011,Tesla,5.298
11-04-2011,Tesla,5.054
12-04-2011,Tesla,4.93
13-04-2011,Tesla,4.986
14-04-2011,Tesla,5.028
15-04-2011,Tesla,5.116
18-04-2011,Tesla,5.006
19-04-2011,Tesla,5.032
20-04-2011,Tesla,5.15
21-04-2011,Tesla,5.348
25-04-2011,Tesla,5.278
26-04-2011,Tesla,5.386
27-04-2011,Tesla,5.416
28-04-2011,Tesla,5.532
29-04-2011,Tesla,5.52
02-05-2011,Tesla,5.49
03-05-2011,Tesla,5.374
04-05-2011,Tesla,5.338
05-05-2011,Tesla,5.288
06-05-2011,Tesla,5.424
09-05-2011,Tesla,5.582
10-05-2011,Tesla,5.666
11-05-2011,Tesla,5.414
12-05-2011,Tesla,5.534
13-05-2011,Tesla,5.51
16-05-2011,Tesla,5.32
17-05-2011,Tesla,5.192
18-05-2011,Tesla,5.27
19-05-2011,Tesla,5.64
20-05-2011,Tesla,5.594
23-05-2011,Tesla,5.364
24-05-2011,Tesla,5.344
25-05-2011,Tesla,5.796
26-05-2011,Tesla,5.896
27-05-2011,Tesla,5.91
31-05-2011,Tesla,6.028
01-06-2011,Tesla,5.704
02-06-2011,Tesla,5.752
03-06-2011,Tesla,6.026
06-06-2011,Tesla,5.74
07-06-2011,Tesla,5.674
08-06-2011,Tesla,5.424
09-06-2011,Tesla,5.524
10-06-2011,Tesla,5.572
13-06-2011,Tesla,5.686
14-06-2011,Tesla,5.72
15-06-2011,Tesla,5.464
16-06-2011,Tesla,5.3
17-06-2011,Tesla,5.3
20-06-2011,Tesla,5.202
21-06-2011,Tesla,5.506
22-06-2011,Tesla,5.442
23-06-2011,Tesla,5.542
24-06-2011,Tesla,5.514
27-06-2011,Tesla,5.492
28-06-2011,Tesla,5.622
29-06-2011,Tesla,5.658
30-06-2011,Tesla,5.826
01-07-2011,Tesla,5.804
05-07-2011,Tesla,5.828
06-07-2011,Tesla,5.792
07-07-2011,Tesla,5.946
08-07-2011,Tesla,5.762
11-07-2011,Tesla,5.67
12-07-2011,Tesla,5.634
13-07-2011,Tesla,5.728
14-07-2011,Tesla,5.522
15-07-2011,Tesla,5.516
18-07-2011,Tesla,5.446
19-07-2011,Tesla,5.578
20-07-2011,Tesla,5.738
21-07-2011,Tesla,5.74
22-07-2011,Tesla,5.858
25-07-2011,Tesla,5.698
26-07-2011,Tesla,5.6
27-07-2011,Tesla,5.528
28-07-2011,Tesla,5.634
29-07-2011,Tesla,5.634
01-08-2011,Tesla,5.754
02-08-2011,Tesla,5.468
03-08-2011,Tesla,5.44
04-08-2011,Tesla,4.95
05-08-2011,Tesla,4.848
08-08-2011,Tesla,4.728
09-08-2011,Tesla,5.012
10-08-2011,Tesla,4.764
11-08-2011,Tesla,5.06
12-08-2011,Tesla,5.262
15-08-2011,Tesla,5.246
16-08-2011,Tesla,5.22
17-08-2011,Tesla,5.166
18-08-2011,Tesla,4.852
19-08-2011,Tesla,4.46
22-08-2011,Tesla,4.39
23-08-2011,Tesla,4.592
24-08-2011,Tesla,4.774
25-08-2011,Tesla,4.622
26-08-2011,Tesla,4.746
29-08-2011,Tesla,4.942
30-08-2011,Tesla,4.926
31-08-2011,Tesla,4.948
01-09-2011,Tesla,4.8
02-09-2011,Tesla,4.614
06-09-2011,Tesla,4.588
07-09-2011,Tesla,4.768
08-09-2011,Tesla,4.722
09-09-2011,Tesla,4.594
12-09-2011,Tesla,4.576
13-09-2011,Tesla,4.816
14-09-2011,Tesla,4.868
15-09-2011,Tesla,4.964
16-09-2011,Tesla,5.16
19-09-2011,Tesla,5.154
20-09-2011,Tesla,5.202
21-09-2011,Tesla,5.17
22-09-2011,Tesla,5.126
23-09-2011,Tesla,5.276
26-09-2011,Tesla,5.104
27-09-2011,Tesla,5.238
28-09-2011,Tesla,4.918
29-09-2011,Tesla,4.824
30-09-2011,Tesla,4.878
03-10-2011,Tesla,4.746
04-10-2011,Tesla,4.732
05-10-2011,Tesla,5.074
06-10-2011,Tesla,5.392
07-10-2011,Tesla,5.398
10-10-2011,Tesla,5.576
11-10-2011,Tesla,5.522
12-10-2011,Tesla,5.56
13-10-2011,Tesla,5.588
14-10-2011,Tesla,5.61
17-10-2011,Tesla,5.484
18-10-2011,Tesla,5.668
19-10-2011,Tesla,5.514
20-10-2011,Tesla,5.468
21-10-2011,Tesla,5.606
24-10-2011,Tesla,5.71
25-10-2011,Tesla,5.65
26-10-2011,Tesla,5.596
27-10-2011,Tesla,5.752
28-10-2011,Tesla,5.974
31-10-2011,Tesla,5.874
01-11-2011,Tesla,5.776
02-11-2011,Tesla,5.742
03-11-2011,Tesla,6.492
04-11-2011,Tesla,6.462
07-11-2011,Tesla,6.254
08-11-2011,Tesla,6.368
09-11-2011,Tesla,6.176
10-11-2011,Tesla,6.266
11-11-2011,Tesla,6.728
14-11-2011,Tesla,6.644
15-11-2011,Tesla,6.786
16-11-2011,Tesla,6.988
17-11-2011,Tesla,6.736
18-11-2011,Tesla,6.52
21-11-2011,Tesla,6.352
22-11-2011,Tesla,6.414
23-11-2011,Tesla,6.29
25-11-2011,Tesla,6.332
28-11-2011,Tesla,6.512
29-11-2011,Tesla,6.35
30-11-2011,Tesla,6.548
01-12-2011,Tesla,6.52
02-12-2011,Tesla,6.66
05-12-2011,Tesla,6.884
06-12-2011,Tesla,6.974
07-12-2011,Tesla,6.838
08-12-2011,Tesla,6.178
09-12-2011,Tesla,6.208
12-12-2011,Tesla,6.082
13-12-2011,Tesla,5.89
14-12-2011,Tesla,5.706
15-12-2011,Tesla,5.724
16-12-2011,Tesla,5.6
19-12-2011,Tesla,5.55
20-12-2011,Tesla,5.58
21-12-2011,Tesla,5.514
22-12-2011,Tesla,5.554
23-12-2011,Tesla,5.58
27-12-2011,Tesla,5.714
28-12-2011,Tesla,5.702
29-12-2011,Tesla,5.746
30-12-2011,Tesla,5.712
03-01-2012,Tesla,5.616
04-01-2012,Tesla,5.542
05-01-2012,Tesla,5.424
06-01-2012,Tesla,5.382
09-01-2012,Tesla,5.45
10-01-2012,Tesla,5.524
11-01-2012,Tesla,5.646
12-01-2012,Tesla,5.65
13-01-2012,Tesla,4.558
17-01-2012,Tesla,5.32
18-01-2012,Tesla,5.362
19-01-2012,Tesla,5.352
20-01-2012,Tesla,5.32
23-01-2012,Tesla,5.354
24-01-2012,Tesla,5.484
25-01-2012,Tesla,5.594
26-01-2012,Tesla,5.788
27-01-2012,Tesla,5.866
30-01-2012,Tesla,5.914
31-01-2012,Tesla,5.814
01-02-2012,Tesla,5.916
02-02-2012,Tesla,6.05
03-02-2012,Tesla,6.23
06-02-2012,Tesla,6.36
07-02-2012,Tesla,6.32
08-02-2012,Tesla,6.386
09-02-2012,Tesla,6.516
10-02-2012,Tesla,6.22
13-02-2012,Tesla,6.298
14-02-2012,Tesla,6.634
15-02-2012,Tesla,6.72
16-02-2012,Tesla,6.836
17-02-2012,Tesla,6.994
21-02-2012,Tesla,6.9
22-02-2012,Tesla,6.844
23-02-2012,Tesla,6.906
24-02-2012,Tesla,6.75
27-02-2012,Tesla,6.724
28-02-2012,Tesla,6.762
29-02-2012,Tesla,6.682
01-03-2012,Tesla,6.882
02-03-2012,Tesla,6.808
05-03-2012,Tesla,6.754
06-03-2012,Tesla,6.622
07-03-2012,Tesla,6.624
08-03-2012,Tesla,6.614
09-03-2012,Tesla,6.948
12-03-2012,Tesla,7.202
13-03-2012,Tesla,7.218
14-03-2012,Tesla,7.058
15-03-2012,Tesla,7
16-03-2012,Tesla,7.064
19-03-2012,Tesla,6.996
20-03-2012,Tesla,6.992
21-03-2012,Tesla,7.03
22-03-2012,Tesla,6.88
23-03-2012,Tesla,6.816
26-03-2012,Tesla,7.48
27-03-2012,Tesla,7.588
28-03-2012,Tesla,7.57
29-03-2012,Tesla,7.466
30-03-2012,Tesla,7.448
02-04-2012,Tesla,7.316
03-04-2012,Tesla,7.602
04-04-2012,Tesla,7
05-04-2012,Tesla,6.896
09-04-2012,Tesla,6.63
10-04-2012,Tesla,6.492
11-04-2012,Tesla,6.618
12-04-2012,Tesla,6.688
13-04-2012,Tesla,6.718
16-04-2012,Tesla,6.45
17-04-2012,Tesla,6.448
18-04-2012,Tesla,6.532
19-04-2012,Tesla,6.632
20-04-2012,Tesla,6.632
23-04-2012,Tesla,6.388
24-04-2012,Tesla,6.364
25-04-2012,Tesla,6.582
26-04-2012,Tesla,6.698
27-04-2012,Tesla,6.668
30-04-2012,Tesla,6.626
01-05-2012,Tesla,6.756
02-05-2012,Tesla,6.788
03-05-2012,Tesla,6.492
04-05-2012,Tesla,6.366
07-05-2012,Tesla,6.494
08-05-2012,Tesla,6.038
09-05-2012,Tesla,6.012
10-05-2012,Tesla,6.592
11-05-2012,Tesla,6.45
14-05-2012,Tesla,6.012
15-05-2012,Tesla,5.886
16-05-2012,Tesla,5.836
17-05-2012,Tesla,5.714
18-05-2012,Tesla,5.512
21-05-2012,Tesla,5.754
22-05-2012,Tesla,6.16
23-05-2012,Tesla,6.204
24-05-2012,Tesla,6.056
25-05-2012,Tesla,5.962
29-05-2012,Tesla,6.338
30-05-2012,Tesla,6.082
31-05-2012,Tesla,5.9
01-06-2012,Tesla,5.63
04-06-2012,Tesla,5.576
05-06-2012,Tesla,5.582
06-06-2012,Tesla,5.844
07-06-2012,Tesla,5.786
08-06-2012,Tesla,6.016
11-06-2012,Tesla,5.824
12-06-2012,Tesla,5.932
13-06-2012,Tesla,5.954
14-06-2012,Tesla,5.878
15-06-2012,Tesla,5.982
18-06-2012,Tesla,6.368
19-06-2012,Tesla,6.418
20-06-2012,Tesla,6.756
21-06-2012,Tesla,6.438
22-06-2012,Tesla,6.758
25-06-2012,Tesla,6.622
26-06-2012,Tesla,6.322
27-06-2012,Tesla,6.392
28-06-2012,Tesla,6.282
29-06-2012,Tesla,6.258
02-07-2012,Tesla,6.08
03-07-2012,Tesla,6.132
05-07-2012,Tesla,6.246
06-07-2012,Tesla,6.198
09-07-2012,Tesla,6.298
10-07-2012,Tesla,6.254
11-07-2012,Tesla,6.302
12-07-2012,Tesla,6.54
13-07-2012,Tesla,6.85
16-07-2012,Tesla,7.192
17-07-2012,Tesla,6.67
18-07-2012,Tesla,6.43
19-07-2012,Tesla,6.454
20-07-2012,Tesla,6.358
23-07-2012,Tesla,6.132
24-07-2012,Tesla,5.968
25-07-2012,Tesla,5.79
26-07-2012,Tesla,5.626
27-07-2012,Tesla,5.902
30-07-2012,Tesla,5.47
31-07-2012,Tesla,5.484
01-08-2012,Tesla,5.25
02-08-2012,Tesla,5.22
03-08-2012,Tesla,5.454
06-08-2012,Tesla,5.654
07-08-2012,Tesla,6.05
08-08-2012,Tesla,5.818
09-08-2012,Tesla,5.882
10-08-2012,Tesla,5.988
13-08-2012,Tesla,6.234
14-08-2012,Tesla,5.884
15-08-2012,Tesla,5.88
16-08-2012,Tesla,6.06
17-08-2012,Tesla,6.002
20-08-2012,Tesla,5.902
21-08-2012,Tesla,5.822
22-08-2012,Tesla,5.99
23-08-2012,Tesla,6.146
24-08-2012,Tesla,5.9
27-08-2012,Tesla,5.664
28-08-2012,Tesla,5.738
29-08-2012,Tesla,5.682
30-08-2012,Tesla,5.682
31-08-2012,Tesla,5.704
04-09-2012,Tesla,5.628
05-09-2012,Tesla,5.588
06-09-2012,Tesla,5.71
07-09-2012,Tesla,5.87
10-09-2012,Tesla,5.474
11-09-2012,Tesla,5.56
12-09-2012,Tesla,5.656
13-09-2012,Tesla,5.896
14-09-2012,Tesla,6.078
17-09-2012,Tesla,6.508
18-09-2012,Tesla,6.268
19-09-2012,Tesla,6.21
20-09-2012,Tesla,6.18
21-09-2012,Tesla,6.004
24-09-2012,Tesla,6.132
25-09-2012,Tesla,5.532
26-09-2012,Tesla,5.508
27-09-2012,Tesla,5.698
28-09-2012,Tesla,5.856
01-10-2012,Tesla,5.832
02-10-2012,Tesla,5.96
03-10-2012,Tesla,5.86
04-10-2012,Tesla,5.88
05-10-2012,Tesla,5.778
08-10-2012,Tesla,5.85
09-10-2012,Tesla,5.674
10-10-2012,Tesla,5.68
11-10-2012,Tesla,5.664
12-10-2012,Tesla,5.528
15-10-2012,Tesla,5.466
16-10-2012,Tesla,5.612
17-10-2012,Tesla,5.764
18-10-2012,Tesla,5.608
19-10-2012,Tesla,5.548
22-10-2012,Tesla,5.57
23-10-2012,Tesla,5.678
24-10-2012,Tesla,5.484
25-10-2012,Tesla,5.504
26-10-2012,Tesla,5.476
31-10-2012,Tesla,5.626
01-11-2012,Tesla,5.85
02-11-2012,Tesla,5.784
05-11-2012,Tesla,6.3
06-11-2012,Tesla,6.23
07-11-2012,Tesla,6.308
08-11-2012,Tesla,6.262
09-11-2012,Tesla,6.064
12-11-2012,Tesla,6.214
13-11-2012,Tesla,6.322
14-11-2012,Tesla,6.276
15-11-2012,Tesla,6.164
16-11-2012,Tesla,6.368
19-11-2012,Tesla,6.584
20-11-2012,Tesla,6.6
21-11-2012,Tesla,6.494
23-11-2012,Tesla,6.426
26-11-2012,Tesla,6.454
27-11-2012,Tesla,6.43
28-11-2012,Tesla,6.646
29-11-2012,Tesla,6.738
30-11-2012,Tesla,6.764
03-12-2012,Tesla,6.924
04-12-2012,Tesla,6.78
05-12-2012,Tesla,6.742
06-12-2012,Tesla,6.78
07-12-2012,Tesla,6.834
10-12-2012,Tesla,6.914
11-12-2012,Tesla,7.056
12-12-2012,Tesla,7.052
13-12-2012,Tesla,6.722
14-12-2012,Tesla,6.762
17-12-2012,Tesla,6.88
18-12-2012,Tesla,6.918
19-12-2012,Tesla,6.922
20-12-2012,Tesla,6.886
21-12-2012,Tesla,6.8
24-12-2012,Tesla,6.856
26-12-2012,Tesla,6.718
27-12-2012,Tesla,6.738
28-12-2012,Tesla,6.644
31-12-2012,Tesla,6.774
02-01-2013,Tesla,7.072
03-01-2013,Tesla,6.954
04-01-2013,Tesla,6.88
07-01-2013,Tesla,6.868
08-01-2013,Tesla,6.736
09-01-2013,Tesla,6.728
10-01-2013,Tesla,6.706
11-01-2013,Tesla,6.582
14-01-2013,Tesla,6.652
15-01-2013,Tesla,6.78
16-01-2013,Tesla,6.82
17-01-2013,Tesla,6.876
18-01-2013,Tesla,6.904
22-01-2013,Tesla,7.038
23-01-2013,Tesla,7.2
24-01-2013,Tesla,7.398
25-01-2013,Tesla,7.396
28-01-2013,Tesla,7.606
29-01-2013,Tesla,7.59
30-01-2013,Tesla,7.504
31-01-2013,Tesla,7.502
01-02-2013,Tesla,7.66
04-02-2013,Tesla,7.548
05-02-2013,Tesla,7.626
06-02-2013,Tesla,7.834
07-02-2013,Tesla,7.896
08-02-2013,Tesla,7.848
11-02-2013,Tesla,7.684
12-02-2013,Tesla,7.578
13-02-2013,Tesla,7.69
14-02-2013,Tesla,7.654
15-02-2013,Tesla,7.408
19-02-2013,Tesla,7.856
20-02-2013,Tesla,7.708
21-02-2013,Tesla,7.032
22-02-2013,Tesla,7.222
25-02-2013,Tesla,6.876
26-02-2013,Tesla,6.886
27-02-2013,Tesla,7.02
28-02-2013,Tesla,6.966
01-03-2013,Tesla,6.93
04-03-2013,Tesla,7.116
05-03-2013,Tesla,7.33
06-03-2013,Tesla,7.538
07-03-2013,Tesla,7.646
08-03-2013,Tesla,7.694
11-03-2013,Tesla,7.82
12-03-2013,Tesla,7.824
13-03-2013,Tesla,7.796
14-03-2013,Tesla,7.37
15-03-2013,Tesla,7.058
18-03-2013,Tesla,7.03
19-03-2013,Tesla,7.016
20-03-2013,Tesla,7.19
21-03-2013,Tesla,7.202
22-03-2013,Tesla,7.324
25-03-2013,Tesla,7.506
26-03-2013,Tesla,7.572
27-03-2013,Tesla,7.632
28-03-2013,Tesla,7.578
01-04-2013,Tesla,8.786
02-04-2013,Tesla,8.868
03-04-2013,Tesla,8.22
04-04-2013,Tesla,8.402
05-04-2013,Tesla,8.274
08-04-2013,Tesla,8.366
09-04-2013,Tesla,8.1
10-04-2013,Tesla,8.372
11-04-2013,Tesla,8.718
12-04-2013,Tesla,8.75
15-04-2013,Tesla,8.66
16-04-2013,Tesla,9.118
17-04-2013,Tesla,9.09
18-04-2013,Tesla,9.394
19-04-2013,Tesla,9.566
22-04-2013,Tesla,10.038
23-04-2013,Tesla,10.202
24-04-2013,Tesla,10.086
25-04-2013,Tesla,10.4
26-04-2013,Tesla,10.24
29-04-2013,Tesla,10.988
30-04-2013,Tesla,10.798
01-05-2013,Tesla,10.656
02-05-2013,Tesla,10.822
03-05-2013,Tesla,10.91
06-05-2013,Tesla,11.9
07-05-2013,Tesla,11.102
08-05-2013,Tesla,11.158
09-05-2013,Tesla,13.88
10-05-2013,Tesla,15.352
13-05-2013,Tesla,17.559999
14-05-2013,Tesla,16.648001
15-05-2013,Tesla,16.968
16-05-2013,Tesla,18.450001
17-05-2013,Tesla,18.299999
20-05-2013,Tesla,17.988001
21-05-2013,Tesla,17.518
22-05-2013,Tesla,17.448
23-05-2013,Tesla,18.546
24-05-2013,Tesla,19.416
28-05-2013,Tesla,22.066
29-05-2013,Tesla,20.926001
30-05-2013,Tesla,20.99
31-05-2013,Tesla,19.552
03-06-2013,Tesla,18.518
04-06-2013,Tesla,18.968
05-06-2013,Tesla,19.073999
06-06-2013,Tesla,19.469999
07-06-2013,Tesla,20.408001
10-06-2013,Tesla,20.01
11-06-2013,Tesla,18.893999
12-06-2013,Tesla,19.546
13-06-2013,Tesla,19.636
14-06-2013,Tesla,20.059999
17-06-2013,Tesla,20.440001
18-06-2013,Tesla,20.677999
19-06-2013,Tesla,20.936001
20-06-2013,Tesla,20.129999
21-06-2013,Tesla,19.91
24-06-2013,Tesla,20.298
25-06-2013,Tesla,20.48
26-06-2013,Tesla,21.143999
27-06-2013,Tesla,21.85
28-06-2013,Tesla,21.472
01-07-2013,Tesla,23.436001
02-07-2013,Tesla,23.563999
03-07-2013,Tesla,23.048
05-07-2013,Tesla,24.018
08-07-2013,Tesla,24.322001
09-07-2013,Tesla,24.690001
10-07-2013,Tesla,24.454
11-07-2013,Tesla,25.122
12-07-2013,Tesla,25.98
15-07-2013,Tesla,25.452
16-07-2013,Tesla,21.809999
17-07-2013,Tesla,24.049999
18-07-2013,Tesla,23.806
19-07-2013,Tesla,23.936001
22-07-2013,Tesla,24.486
23-07-2013,Tesla,24.548
24-07-2013,Tesla,24.34
25-07-2013,Tesla,24.813999
26-07-2013,Tesla,25.878
29-07-2013,Tesla,26.924
30-07-2013,Tesla,26.348
31-07-2013,Tesla,26.856001
01-08-2013,Tesla,27.110001
02-08-2013,Tesla,27.6
05-08-2013,Tesla,28.936001
06-08-2013,Tesla,28.43
07-08-2013,Tesla,26.846001
08-08-2013,Tesla,30.695999
09-08-2013,Tesla,30.6
12-08-2013,Tesla,29.476
13-08-2013,Tesla,29.086
14-08-2013,Tesla,27.872
15-08-2013,Tesla,27.934
16-08-2013,Tesla,28.4
19-08-2013,Tesla,28.98
20-08-2013,Tesla,29.916
21-08-2013,Tesla,29.572001
22-08-2013,Tesla,31.42
23-08-2013,Tesla,32.368
26-08-2013,Tesla,32.844002
27-08-2013,Tesla,33.402
28-08-2013,Tesla,33.290001
29-08-2013,Tesla,33.212002
30-08-2013,Tesla,33.799999
03-09-2013,Tesla,33.787998
04-09-2013,Tesla,34.124001
05-09-2013,Tesla,33.986
06-09-2013,Tesla,33.394001
09-09-2013,Tesla,32.139999
10-09-2013,Tesla,33.273998
11-09-2013,Tesla,32.703999
12-09-2013,Tesla,32.986
13-09-2013,Tesla,33.108002
16-09-2013,Tesla,33.316002
17-09-2013,Tesla,33.245998
18-09-2013,Tesla,33.243999
19-09-2013,Tesla,35.584
20-09-2013,Tesla,36.678001
23-09-2013,Tesla,36.222
24-09-2013,Tesla,36.466
25-09-2013,Tesla,37.048
26-09-2013,Tesla,37.728001
27-09-2013,Tesla,38.18
30-09-2013,Tesla,38.674
01-10-2013,Tesla,38.599998
02-10-2013,Tesla,36.189999
03-10-2013,Tesla,34.661999
04-10-2013,Tesla,36.195999
07-10-2013,Tesla,36.613998
08-10-2013,Tesla,34.945999
09-10-2013,Tesla,33.756001
10-10-2013,Tesla,34.585999
11-10-2013,Tesla,35.740002
14-10-2013,Tesla,35.944
15-10-2013,Tesla,36.787998
16-10-2013,Tesla,36.712002
17-10-2013,Tesla,36.560001
18-10-2013,Tesla,36.68
21-10-2013,Tesla,34.52
22-10-2013,Tesla,34.307999
23-10-2013,Tesla,32.900002
24-10-2013,Tesla,34.630001
25-10-2013,Tesla,33.931999
28-10-2013,Tesla,32.571999
29-10-2013,Tesla,32.894001
30-10-2013,Tesla,31.844
31-10-2013,Tesla,31.988001
01-11-2013,Tesla,32.433998
04-11-2013,Tesla,35.040001
05-11-2013,Tesla,35.362
06-11-2013,Tesla,30.232
07-11-2013,Tesla,27.954
08-11-2013,Tesla,27.59
11-11-2013,Tesla,28.940001
12-11-2013,Tesla,27.559999
13-11-2013,Tesla,27.74
14-11-2013,Tesla,27.52
15-11-2013,Tesla,27.09
18-11-2013,Tesla,24.316
19-11-2013,Tesla,25.218
20-11-2013,Tesla,24.222
21-11-2013,Tesla,24.42
22-11-2013,Tesla,24.275999
25-11-2013,Tesla,24.167999
26-11-2013,Tesla,24.1
27-11-2013,Tesla,25.388
29-11-2013,Tesla,25.455999
02-12-2013,Tesla,24.834
03-12-2013,Tesla,28.940001
04-12-2013,Tesla,27.790001
05-12-2013,Tesla,28.096001
06-12-2013,Tesla,27.472
09-12-2013,Tesla,28.32
